t_s,num_requests_running,num_requests_waiting,kv_cache_usage_perc,repeat_id,mode,background_offered_rps
0.013902899001550395,0.0,0.0,0.0,backpressure-rep1,backpressure,16.0
0.5318943040001614,32.0,0.0,0.0135436310646323,backpressure-rep1,backpressure,16.0
1.0424865439999849,61.0,0.0,0.034287673581347544,backpressure-rep1,backpressure,16.0
1.5505448100011563,57.0,0.0,0.031716098062746445,backpressure-rep1,backpressure,16.0
2.056724859001406,54.0,0.0,0.03017315275158583,backpressure-rep1,backpressure,16.0
2.561514430002717,53.0,0.0,0.02931596091205213,backpressure-rep1,backpressure,16.0
3.067811229000654,53.0,0.0,0.029487399279958804,backpressure-rep1,backpressure,16.0
3.5738507280002523,54.0,0.0,0.030001714383679046,backpressure-rep1,backpressure,16.0
4.079304511000373,52.0,0.0,0.028973084176238673,backpressure-rep1,backpressure,16.0
4.5837081509998825,52.0,0.0,0.028801645808331888,backpressure-rep1,backpressure,16.0
5.089567218001321,52.0,0.0,0.028973084176238673,backpressure-rep1,backpressure,16.0
5.595105123000394,53.0,0.0,0.02931596091205213,backpressure-rep1,backpressure,16.0
6.1029000650014495,52.0,0.0,0.029487399279958804,backpressure-rep1,backpressure,16.0
6.60795805700036,53.0,0.0,0.029658837647865588,backpressure-rep1,backpressure,16.0
7.11288326200156,54.0,0.0,0.030001714383679046,backpressure-rep1,backpressure,16.0
7.618660922002164,56.0,0.0,0.030687467855306072,backpressure-rep1,backpressure,16.0
8.122336848002305,59.0,0.0,0.03274472827018682,backpressure-rep1,backpressure,16.0
8.627389148001384,57.0,0.0,0.0320589747985599,backpressure-rep1,backpressure,16.0
9.134247362999304,55.0,0.0,0.030858906223212745,backpressure-rep1,backpressure,16.0
9.637825412002712,55.0,0.0,0.030516029487399288,backpressure-rep1,backpressure,16.0
10.143339647001994,54.0,0.0,0.030344591119492503,backpressure-rep1,backpressure,16.0
10.64928138400137,53.0,0.0,0.029487399279958804,backpressure-rep1,backpressure,16.0
11.153788367002562,53.0,0.0,0.02931596091205213,backpressure-rep1,backpressure,16.0
11.657331209000404,53.0,0.0,0.02931596091205213,backpressure-rep1,backpressure,16.0
12.164443869001843,53.0,0.0,0.02931596091205213,backpressure-rep1,backpressure,16.0
12.66985742900215,54.0,0.0,0.03017315275158583,backpressure-rep1,backpressure,16.0
13.177447447000304,52.0,0.0,0.029658837647865588,backpressure-rep1,backpressure,16.0
13.683760060001077,53.0,0.0,0.029487399279958804,backpressure-rep1,backpressure,16.0
14.18801912699928,55.0,0.0,0.030516029487399288,backpressure-rep1,backpressure,16.0
14.696314804001304,53.0,0.0,0.029658837647865588,backpressure-rep1,backpressure,16.0
15.200941548002447,60.0,0.0,0.05040288016458083,backpressure-rep1,backpressure,16.0
15.710791928002436,74.0,0.0,0.09737699297102687,backpressure-rep1,backpressure,16.0
16.218254999999772,91.0,0.0,0.1290930910337733,backpressure-rep1,backpressure,16.0
16.725234732999525,98.0,0.0,0.1368078175895765,backpressure-rep1,backpressure,16.0
17.235430038999766,109.0,0.0,0.1486370649751414,backpressure-rep1,backpressure,16.0
17.744280325001455,120.0,0.0,0.16115206583233332,backpressure-rep1,backpressure,16.0
18.25696011400214,130.0,0.0,0.17349562832161836,backpressure-rep1,backpressure,16.0
18.768191189999925,139.0,0.0,0.1882393279615978,backpressure-rep1,backpressure,16.0
19.272715614002664,145.0,0.0,0.20041145208297617,backpressure-rep1,backpressure,16.0
19.776607681000314,148.0,0.0,0.21138350762900737,backpressure-rep1,backpressure,16.0
20.288958913002716,151.0,0.0,0.22098405623178463,backpressure-rep1,backpressure,16.0
20.793548617999477,152.0,0.0,0.22081261786387796,backpressure-rep1,backpressure,16.0
21.304589478000707,154.0,0.0,0.2170409737699297,backpressure-rep1,backpressure,16.0
21.811416754000675,153.0,0.0,0.21086919252528713,backpressure-rep1,backpressure,16.0
22.3194915210006,154.0,0.0,0.20555460312017826,backpressure-rep1,backpressure,16.0
22.833852597999794,155.0,0.0,0.20144008229041654,backpressure-rep1,backpressure,16.0
23.345082105002803,153.0,0.0,0.19321104063089323,backpressure-rep1,backpressure,16.0
23.856090343000687,154.0,0.0,0.18806788959369103,backpressure-rep1,backpressure,16.0
24.368314793002355,155.0,0.0,0.17966740956626093,backpressure-rep1,backpressure,16.0
24.8780283590022,155.0,0.0,0.18601062917881017,backpressure-rep1,backpressure,16.0
25.38825037800052,154.0,0.0,0.19441110920624038,backpressure-rep1,backpressure,16.0
25.901689320002333,154.0,0.0,0.20452597291273789,backpressure-rep1,backpressure,16.0
26.40610834600011,156.0,0.0,0.212926452940168,backpressure-rep1,backpressure,16.0
26.91524742800175,157.0,0.0,0.21944111092062402,backpressure-rep1,backpressure,16.0
27.420805439000105,158.0,0.0,0.22869878278758782,backpressure-rep1,backpressure,16.0
27.92551524600276,159.0,0.0,0.2264700840048003,backpressure-rep1,backpressure,16.0
