t_s,num_requests_running,num_requests_waiting,kv_cache_usage_perc,repeat_id,mode,background_offered_rps
0.005655026998283574,0.0,0.0,0.0,backpressure-rep1,backpressure,16.0
0.5110699489996477,32.0,0.0,0.013029315960912058,backpressure-rep1,backpressure,16.0
1.017250475997571,63.0,0.0,0.036516372364135075,backpressure-rep1,backpressure,16.0
1.5227879949998169,58.0,0.0,0.03188753643065323,backpressure-rep1,backpressure,16.0
2.027144433999638,58.0,0.0,0.032573289902280145,backpressure-rep1,backpressure,16.0
2.532510094999452,60.0,0.0,0.03308760500600039,backpressure-rep1,backpressure,16.0
3.0374588779995975,58.0,0.0,0.032573289902280145,backpressure-rep1,backpressure,16.0
3.5426407659979304,55.0,0.0,0.030516029487399288,backpressure-rep1,backpressure,16.0
4.0473002689977875,56.0,0.0,0.030858906223212745,backpressure-rep1,backpressure,16.0
4.553825521998078,57.0,0.0,0.03154465969483966,backpressure-rep1,backpressure,16.0
5.058899731997371,57.0,0.0,0.031716098062746445,backpressure-rep1,backpressure,16.0
5.563545897999575,55.0,0.0,0.030858906223212745,backpressure-rep1,backpressure,16.0
6.068900325997674,57.0,0.0,0.031201782959026203,backpressure-rep1,backpressure,16.0
6.573034581000684,58.0,0.0,0.0320589747985599,backpressure-rep1,backpressure,16.0
7.0776508989983995,56.0,0.0,0.03137322132693299,backpressure-rep1,backpressure,16.0
7.587052209997637,55.0,0.0,0.030687467855306072,backpressure-rep1,backpressure,16.0
8.094954780997796,55.0,0.0,0.030858906223212745,backpressure-rep1,backpressure,16.0
8.599339920998318,56.0,0.0,0.03103034459111953,backpressure-rep1,backpressure,16.0
9.104320332997304,58.0,0.0,0.0320589747985599,backpressure-rep1,backpressure,16.0
9.608101522997458,57.0,0.0,0.03240185153437336,backpressure-rep1,backpressure,16.0
10.112878533000185,56.0,0.0,0.03103034459111953,backpressure-rep1,backpressure,16.0
10.617301834998216,55.0,0.0,0.030687467855306072,backpressure-rep1,backpressure,16.0
11.121138286998757,59.0,0.0,0.032573289902280145,backpressure-rep1,backpressure,16.0
11.62671095100086,58.0,0.0,0.03240185153437336,backpressure-rep1,backpressure,16.0
12.130942878000496,57.0,0.0,0.03154465969483966,backpressure-rep1,backpressure,16.0
12.63557984900035,56.0,0.0,0.030858906223212745,backpressure-rep1,backpressure,16.0
13.13979093799935,56.0,0.0,0.030687467855306072,backpressure-rep1,backpressure,16.0
13.648143166999944,56.0,0.0,0.031201782959026203,backpressure-rep1,backpressure,16.0
14.154956097998365,57.0,0.0,0.0320589747985599,backpressure-rep1,backpressure,16.0
14.661401969999133,56.0,0.0,0.031201782959026203,backpressure-rep1,backpressure,16.0
15.171832431999064,62.0,0.0,0.05160294873992799,backpressure-rep1,backpressure,16.0
15.678608636000718,77.0,0.0,0.09806274644265389,backpressure-rep1,backpressure,16.0
16.18626365399905,95.0,0.0,0.12977884450540034,backpressure-rep1,backpressure,16.0
16.695500670997717,104.0,0.0,0.13817932453283044,backpressure-rep1,backpressure,16.0
17.201658059999318,116.0,0.0,0.15018001028630212,backpressure-rep1,backpressure,16.0
17.706675785997504,125.0,0.0,0.1587519286816389,backpressure-rep1,backpressure,16.0
18.215465518998826,136.0,0.0,0.17280987484999144,backpressure-rep1,backpressure,16.0
18.719747317998554,146.0,0.0,0.18635350591462374,backpressure-rep1,backpressure,16.0
19.22501316299895,152.0,0.0,0.19869706840390877,backpressure-rep1,backpressure,16.0
19.729252320998057,155.0,0.0,0.20898337047831306,backpressure-rep1,backpressure,16.0
20.233992555997247,158.0,0.0,0.21824104234527686,backpressure-rep1,backpressure,16.0
20.74730022699805,160.0,0.0,0.22595576890108005,backpressure-rep1,backpressure,16.0
21.251673220998782,160.0,0.0,0.2297274129950283,backpressure-rep1,backpressure,16.0
21.756127045999165,162.0,0.0,0.22441282358991943,backpressure-rep1,backpressure,16.0
22.268715101999987,163.0,0.0,0.2178981656094634,backpressure-rep1,backpressure,16.0
22.77274208399831,163.0,0.0,0.21241213783644775,backpressure-rep1,backpressure,16.0
23.279328878998058,163.0,0.0,0.2060689182238985,backpressure-rep1,backpressure,16.0
23.78432714399969,162.0,0.0,0.2002400137150694,backpressure-rep1,backpressure,16.0
24.300315108997893,162.0,0.0,0.1916680953197325,backpressure-rep1,backpressure,16.0
24.81447394099814,161.0,0.0,0.18121035487742154,backpressure-rep1,backpressure,16.0
25.327527993998956,161.0,0.0,0.18618206754671696,backpressure-rep1,backpressure,16.0
25.84367096799906,161.0,0.0,0.19406823247042693,backpressure-rep1,backpressure,16.0
26.350939555999503,163.0,0.0,0.20315446596948394,backpressure-rep1,backpressure,16.0
26.861970103000203,164.0,0.0,0.21258357620435453,backpressure-rep1,backpressure,16.0
27.366821666997566,164.0,0.0,0.21738385050574316,backpressure-rep1,backpressure,16.0
27.870740004000254,164.0,0.0,0.2256128921652666,backpressure-rep1,backpressure,16.0
28.37463204699816,167.0,0.0,0.23555631750385742,backpressure-rep1,backpressure,16.0
28.887839646999055,168.0,0.0,0.23555631750385742,backpressure-rep1,backpressure,16.0
29.401010148998466,166.0,0.0,0.22698439910852053,backpressure-rep1,backpressure,16.0
29.906037496999488,167.0,0.0,0.22235556317503857,backpressure-rep1,backpressure,16.0
30.411896149998938,168.0,0.0,0.21686953540202303,backpressure-rep1,backpressure,16.0
